nomem_encr;cv22n_m1;cv22n_m2;cv22n_m3;cv22n160;cv22n242;cv22n001;cv22n002;cv22n003;cv22n166;cv22n006;cv22n167;cv22n168;cv22n008;cv22n009;cv22n010;cv22n011;cv22n012;cv22n013;cv22n014;cv22n015;cv22n016;cv22n017;cv22n018;cv22n019;cv22n020;cv22n021;cv22n022;cv22n023;cv22n024;cv22n025;cv22n026;cv22n027;cv22n028;cv22n029;cv22n030;cv22n031;cv22n032;cv22n033;cv22n034;cv22n035;cv22n036;cv22n037;cv22n038;cv22n039;cv22n040;cv22n041;cv22n042;cv22n043;cv22n044;cv22n045;cv22n046;cv22n047;cv22n048;cv22n049;cv22n050;cv22n051;cv22n052;cv22n053;cv22n307;cv22n208;cv22n243;cv22n308;cv22n210;cv22n245;cv22n246;cv22n251;cv22n248;cv22n250;cv22n249;cv22n247;cv22n253;cv22n304;cv22n255;cv22n252;cv22n321;cv22n322;cv22n254;cv22n257;cv22n256;cv22n323;cv22n324;cv22n260;cv22n259;cv22n261;cv22n262;cv22n263;cv22n065;cv22n066;cv22n067;cv22n068;cv22n069;cv22n070;cv22n071;cv22n072;cv22n073;cv22n075;cv22n211;cv22n216;cv22n213;cv22n215;cv22n214;cv22n212;cv22n218;cv22n305;cv22n220;cv22n217;cv22n325;cv22n326;cv22n219;cv22n264;cv22n221;cv22n327;cv22n328;cv22n222;cv22n318;cv22n224;cv22n317;cv22n225;cv22n329;cv22n240;cv22n306;cv22n315;cv22n267;cv22n331;cv22n332;cv22n230;cv22n320;cv22n330;cv22n333;cv22n334;cv22n199;cv22n309;cv22n234;cv22n205;cv22n200;cv22n310;cv22n236;cv22n098;cv22n311;cv22n238;cv22n101;cv22n102;cv22n103;cv22n104;cv22n105;cv22n106;cv22n107;cv22n108;cv22n109;cv22n110;cv22n111;cv22n112;cv22n113;cv22n114;cv22n115;cv22n116;cv22n117;cv22n118;cv22n119;cv22n120;cv22n121;cv22n122;cv22n123;cv22n124;cv22n125;cv22n126;cv22n127;cv22n128;cv22n129;cv22n130;cv22n131;cv22n132;cv22n133;cv22n134;cv22n139;cv22n140;cv22n141;cv22n142;cv22n143;cv22n144;cv22n145;cv22n146;cv22n147;cv22n148;cv22n151;cv22n152;cv22n153;cv22n154;cv22n274;cv22n275;cv22n276;cv22n277;cv22n278;cv22n289;cv22n290;cv22n291;cv22n292;cv22n279;cv22n280;cv22n281;cv22n282;cv22n283;cv22n293;cv22n294;cv22n295;cv22n296;cv22n284;cv22n285;cv22n286;cv22n287;cv22n288;cv22n297;cv22n298;cv22n299;cv22n300;cv22n301;cv22n302;cv22n303
879445;202112;202202;202202;25;2;3;0;0;0;1;0; ;3; ;3; ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;10;0;0;1;1;7;3;3;4;5;4;0;5;1;2;2;0;9;8;0;0;0;8;0;0;0;0;0;0;0;0;0;2; ; ; ;2; ; ;2; ; ;8;5;5;5;5;3;4;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;1;5;5;5;5;2021-12-27;19:02:36;2021-12-27;19:04:01;1;5;5;5;5;2022-02-28;23:05:20;2022-02-28;23:07:51;1;5;5;5;5;2022-02-28;23:07:58;2022-02-28;23:09:33;85;151;95
879492;202112;202201;202202;52;2;3;1;0;0;0;0; ;2;2;2;2;2;7;7;8;8;7;6;6;7;6;7;7;7;7;7;7;7;6;7;7;7;7;7;6;6;6;6;7;7;7;7;7;7;7;6;2;2;2;1;2;1;1;-9; ;100; ; ; ; ;25; ; ;25;50; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;5;7;3;4;6;7;7;3;5;4;5;-9;-9;-9;-9;-9;-9;6;5;3;6;8;-9;7;4;-9;5;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;1;7; ;2; ; ;4;3;3;3;3;1;3;4;4;2;2;3;2;3;3;4;3;3;4;3;3;4;3;2;2;4;4;4;4;4;4;3;4;3;4;4;4;3;2;2;2;1;4;4;3;2;4;2;4;5;5;3;3;2021-12-07;17:44:23;2021-12-07;17:48:15;3;5;5;3;3;2022-01-04;18:46:42;2022-01-04;18:52:56;1;5;3;3;3;2022-02-09;15:13:57;2022-02-09;15:19:00;232;374;303
879510;202112;202201;202202;19;1;2;1;1;0;0;0; ;2;1;1;1;2;3;3;4;6;2;3;5;7;1;8;8;8;9;6;6;7;8;2;2;4;5;3;2;5;7;1;8;7;9;9;8;7;7;8;1;1;2;2;2;1;1;13; ;100;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;3;5;7;6;4;7;6;6;3;4;7;5;4;1;5;8;6;7;0;6;6;6;4;7;6;-9;5;-9;5;5;1;5;8;0;2; ; ; ;1;17; ;2; ; ;6;4;3;4;4;3;4;2;5;2;1;4;3;2;2;4;1;2;3;2;1;4;2;2;2;4;4;4;2;3;4;2;3;3;4;5;4;3;3;2;2;1;5;4;1;1;3;2;4;4;5;4;4;2021-12-06;12:20:49;2021-12-06;12:23:38;3;4;3;4;5;2022-01-18;10:53:29;2022-01-18;10:56:35;4;5;3;4;4;2022-02-07;14:56:02;2022-02-09;10:18:51;169;186;156169
879531;202112;202201;202202;69;1;3;1;0;1;0;0; ;1;4;1;4;2;6;8;9;8;4;3;9;9;8;8;7;10;9;8;9;7;4;5;7;9;8;4;4;9;9;7;7;7;10;9;6;7;8;5;1;1;2;2;1;2;1;1; ;90;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;8;7;1;7;5;6;6;0;2;4;2;4;4;0;4;6;0;7;6;0;6;6;6;7;0;3;6;5;5;4;0;6;6;0;2; ; ; ;1;1; ;2; ; ;7;5;5;4;3;1;4;3;4;3;2;4;2;4;4;3;2;1;4;3;2;4;3;4;3;3;4;4;3;4;2;3;3;2;4;4;4;2;3;2;2;1;4;2;4;1;3;1;1;5;2;4;3;2021-12-10;12:52:11;2021-12-10;12:57:48;1;5;3;4;4;2022-01-11;14:55:24;2022-01-11;15:00:21;1;5;3;4;3;2022-02-10;13:11:23;2022-02-10;13:19:18;337;297;475
879592;202112;202201;202202;72;2;2;1;0;1;0;0; ;2;2;2;1;3;3;3;5;6;3;2;2;3;2;6;6;8;7;5;6;7;5;3;3;5;6;4;2;3;4;5;7;8;8;7;7;7;7;7;2;2;1;2;2;1;1;3; ;10; ; ; ; ; ; ;25; ;25; ; ; ;50; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;5;5;0;5;1;5;2;0;0;6;-9;-9;-9;0;4;4;-9;6;5;0;4;3;3;3;0;4;6;-9;-9;-9;-9;-9;-9;1;1;3; ;3; ; ; ;2; ; ;7;3;3;4;2;3;1;4;5;2;5;4;2;5;4;4;4;4;3;4;3;4;4;2;1;2;5;2;4;4;4;1;5;3;4;4;3;3;2;1;1;1;6;6;1;1;1;1;1;4;3;4;4;2021-12-15;19:36:32;2021-12-15;19:41:51;1;5;3;4;4;2022-01-11;19:41:44;2022-01-11;19:49:26;1;5;3;3;4;2022-02-16;19:58:46;2022-02-16;20:10:32;319;462;706
879620;202112;202201;202202;68;1;2;1;0;1;0;0; ;1;3;1;3;2;6;6;6;7;5;5;4;7;6;7;7;7;7;6;6;7;7;4;5;6;6;5;5;5;6;6;7;6;7;6;6;5;7;7;2;1;1;2;1;2;1;3; ;100;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;2;0;5;4;3;2;0;2;4;1;0;2;0;1;2;0;4;1;0;2;3;1;1;0;2;3;1;0;2;0;1;2;0;2; ; ; ;2; ; ;2; ; ;4;5;3;3;4;2;1;4;5;1;1;3;1;4;4;5;3;2;5;3;2;4;2;3;1;5;5;3;5;5;2;2;3;2;4;4;4;3;1;1;1;1;3;1;1;1;1;1;3;5;4;4;4;2021-12-08;09:10:29;2021-12-08;09:15:32;3;5;4;4;4;2022-01-12;09:45:08;2022-01-12;09:49:20;2;5;2;5;4;2022-02-09;09:23:37;2022-02-09;09:29:25;303;252;348
879635;202112;202201;202202;21;1;3;1;0;0;0;0; ;2;3;2;2;2;7;7;7;6;0;0;2;0;0;6;7;6;6;8;6;8;8;5;6;7;6;6;6;5;5;4;7;4;4;5;6;7;6;5;2;2;1;2;2;2;1;5; ;50;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;7;6;0;6;6;6;7;0;5;5;5;5;5;6;5;5;5;7;7;0;5;5;5;7;0;5;6;5;5;5;5;5;5;5;2; ; ; ;2; ; ;2; ; ;5;1;4;3;3;4;3;1;3;3;2;2;3;3;2;3;2;3;3;3;2;3;3;3;2;3;3;3;2;2;3;2;3;3;3;2;3;3;3;3;2;1;3;2;3;3;3;2;3;2;3;3;2;2021-12-10;13:29:42;2021-12-10;13:30:32;4;3;3;3;2;2022-01-03;17:57:48;2022-01-03;17:59:48;2;3;4;3;2;2022-02-07;18:13:22;2022-02-07;18:14:01;50;120;39
879638;202112;202201;202202;72;2;3;1;0;1;0;0; ;1;4;1;3;2;6;5;5;6;5;4;6;7;8;7;6;7;8;6;6;8;5;6;6;6;7;5;4;6;7;8;7;8;7;8;6;6;8;5;1;1;1;2;2;2;1;1; ;100; ; ; ;75;5; ; ; ;5; ; ; ; ; ; ; ; ;15; ; ; ; ;0;0; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;-9;-9;-9;5;3;-9;-9;5;-9;-9;6;-9;6;3;-9;7;5;4;7;3;4;5;-9;-9;6;-9;5;7;-9;-9;5;-9;2; ; ; ;1;1; ;2; ; ;5;5;5;3;5;1;3;4;5;3;3;3;1;4;4;3;4;1;3;4;3;4;4;2;2;4;4;3;3;3;2;2;3;4;4;4;4;2;2;2;1;1;4;2;3;1;1;1;5;4;5;5;5;2021-12-18;11:10:08;2021-12-18;11:14:43;5;4;5;5;5;2022-01-03;18:32:27;2022-01-03;18:45:08;5;5;5;5;5;2022-02-14;15:47:01;2022-02-14;15:52:58;275;761;357
879669;202112;202201;202202;68;2;2;0;0;0;1;0; ;2; ;3; ;3;1;1;4;7;1;1;1;1;1;8;8;8;8;8;7;8;6;1;1;4;7;1;1;1;1;5;8;8;8;8;6;5;7;6;1;1;1;2;2;1;1;7; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;0;5;7;0;7;7;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;2;0;5;7;5;5;0;-9;-9;-9;-9;-9;-9;-9;-9;0;2; ; ; ;2; ; ;2; ; ;-9;5;5;3;3;3;1;2;4;2;2;4;2;4;4;4;3;3;3;3;4;3;3;2;2;4;4;3;4;4;3;2;4;3;4;3;3;4;2;2;1;1;4;2;2;2;2;2;1;5;1;5;5;2021-12-11;10:35:53;2021-12-11;10:40:06;5;5;3;2;5;2022-01-04;12:50:53;2022-01-04;12:58:45;1;5;4;5;5;2022-02-13;19:28:52;2022-02-13;19:37:38;253;472;526
879675;202112;202201;202202;56;1;3;1;1;0;0;0; ;1;2;2;2;2;7;6;7;7;6;6;6;7;4;7;7;7;7;7;5;8;7;6;6;6;7;6;5;5;5;3;6;7;6;6;7;4;7;6;1;1;1;2;1;2;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;9;2;3;5;3;3;2;0;2;5;2;4;0;0;0;1;0;9;2;2;5;3;3;2;0;3;4;3;3;2;0;2;3;0;2; ; ; ;1;1; ;2; ; ;7;5;3;4;4;1;3;4;5;1;1;5;1;3;3;4;4;2;2;4;4;4;4;2;1;4;5;1;4;4;2;1;2;1;2;4;2;1;1;1;1;1;4;2;2;1;1;1;5;5;4;3;3;2021-12-07;11:34:33;2021-12-07;11:39:48;1;5;3;3;3;2022-01-03;13:32:26;2022-01-03;13:36:04;1;5;4;4;4;2022-02-10;16:10:03;2022-02-10;16:16:06;315;218;363
879687;202112;202201;202202;73;2;2;1;1;1;0;0; ;1;4;2;4;1;6;7;7;6;6;5;3;2;5;7;5;8;8;8;6;8;8;5;6;7;6;6;6;4;2;6;7;6;8;7;7;6;8;8;2;1;1;1;1;2;1;8; ;50; ; ; ; ; ; ; ; ; ; ; ; ;40; ; ;60; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;5;4;6;6;6;5;2;5;6;7;6;7;3;5;5;3;5;4;4;4;7;6;5;2;6;6;7;6;7;4;6;6;4;2; ; ; ;1;11; ;2; ; ;6;2;3;3;4;4;1;2;2;4;4;2;3;3;2;4;4;3;4;2;2;3;3;2;4;2;2;2;4;2;3;2;2;2;4;4;4;4;3;2;2;2;2;2;4;2;2;2;1;5;3;5;5;2021-12-06;17:42:07;2021-12-06;17:45:31;1;5;3;5;5;2022-01-03;12:40:42;2022-01-03;12:45:38;1;5;3;5;5;2022-02-07;14:14:39;2022-02-07;14:21:20;204;296;401
879699;-9;-9;202202;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;4;1;3;4;5;1;4;5;2;4;4;3;4;1;1;4;3;2;4;1;1;5;5;1;2;4;2;1;5;5;4;3;4;1;2;2;2;1;5;1;4;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;4;5;5;2022-02-22;18:50:27;2022-02-22;18:55:20; ; ;293
879702;202112;202201;202202;54;2;4;1;1;0;0;0; ;2;4;1;4;2;8;7;8;8;6;6;6;7;7;8;9;9;9;7;7;7;5;7;6;8;7;7;6;6;4;7;7;9;9;9;7;7;8;7;2;2;2;1;1;2;1;7; ;100; ; ; ; ; ; ; ; ;90;10; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;7;2;6;4;7;7;0;3;6;-9;-9;5;2;4;-9;-9;7;7;2;6;6;5;8;0;-9;-9;-9;6;8;-9;-9;-9;3;1;7; ;3; ; ; ;2; ; ;4;4;4;1;1;4;3;1;5;3;2;3;1;4;4;5;3;2;5;1;3;4;3;3;1;2;5;4;2;4;4;4;4;3;4;4;4;3;1;1;1;1;5;1;3;1;1;1;1;5;4;3;4;2021-12-06;14:15:16;2021-12-06;14:18:30;1;5;5;5;5;2022-01-03;12:25:30;2022-01-03;12:28:50;1;5;5;5;5;2022-02-09;10:44:17;2022-02-09;10:49:28;194;200;311
879708;202112;202201;202202;60;2;3;1;1;0;0;0; ;1;2;1;2;2;7;7;7;7;6;6;5;5;6;6;6;6;6;7;6;7;7;7;6;6;6;5;6;5;5;6;6;6;6;6;7;6;6;6;2;2;1;2;2;1;2; ; ;0; ; ;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;1; ;6;6;4;5;5;5;6;4;6;5;5;5;4;4;6;5;4;6;6;4;6;5;5;6;4;5;5;5;5;5;4;5;5;5;2; ; ; ;2; ; ;2; ; ;5;3;4;4;3;3;1;4;4;2;2;4;2;4;4;3;4;3;4;2;3;4;3;2;4;4;2;2;2;3;4;2;4;4;4;4;4;3;1;1;1;1;4;3;2;2;2;2;4;4;3;3;3;2021-12-20;23:02:46;2021-12-20;23:07:35;4;4;3;2;2;2022-01-16;20:18:27;2022-01-17;21:35:15;4;4;3;3;3;2022-02-09;13:29:29;2022-02-09;13:34:23;289;91008;294
879730;-9;202202;202202;42;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;9;6;0;2;4;4;5;0;5;5;0;6;4;0;5;6;4;8;6;2;5;3;5;1;0;4;4;4;5;5;2;4;4;0;2; ; ; ;1;1; ;2; ; ;5;5;5;3;2;2;1;3;5;1;1;3;2;3;5;5;5;3;5;2;1;3;1;1;1;5;5;5;5;5;1;1;4;1;5;5;5;5;3;2;1;1;5;5;1;1;1;1; ; ; ; ; ; ; ; ; ;1;5;4;5;5;2022-02-17;13:47:50;2022-02-27;12:20:04;1;5;3;5;5;2022-02-27;12:05:58;2022-02-27;12:09:57; ;858734;239
879737;202201;-9;202202;-9;-9;3;1;1;1;0;0; ;1;4;1;4;1;7;7;8;8;7;7;7;7;6;-9;8;10;10;9;8;8;8;7;7;8;8;7;7;7;7;6;-9;8;10;10;8;8;8;8;2;2;2;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;1;4;2;5;2;2;4;1;3;4;3;2;2;3;1;2;4;2;1;1;4;5;4;2;4;3;2;3;3;2;4;2;2;1;1;1;1;2;2;2;1;1;1;3;3;3;3;3;2022-01-17;15:57:08;2022-01-17;15:59:22; ; ; ; ; ; ; ; ; ;1;4;3;3;3;2022-02-10;15:22:43;2022-02-10;15:26:19;134; ;216
879782;202201;202201;-9;25;2;4;1;1;0;0;0; ;1;4;1;3;1;7;7;8;7;6;6;6;9;4;8;8;9;9;7;9;7;4;8;7;8;6;6;6;7;9;4;7;7;7;9;7;8;8;4;2;2;2;1;1;1;1;3; ;100; ; ; ;25;45; ;25; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;1;0;0;0;0; ;7;8;2;8;4;4;2;0;4;3;6;0;0;0;0;3;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;1;4; ;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;2022-01-17;12:31:08;2022-01-17;12:34:02;1;5;3;5;5;2022-01-17;12:34:09;2022-01-17;12:38:15; ; ; ; ; ; ; ; ; ;174;246; 
879784;202112;202201;202202;70;2;2;1;0;0;0;0; ;2;2;1;2;2;4;-9;7;6;3;3;-9;-9;2;7;9;10;9;6;-9;4;4;5;-9;7;7;4;3;-9;-9;3;7;8;10;-9;6;-9;4;4;1;1;1;2;2;1;2; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;5;-9;4;5;5;5;4;0;5;5;7;7;6;0;0;8;0;7;3;5;6;7;7;6;0;4;6;7;7;6;2;-9;8;0;2; ; ; ;2; ; ;2; ; ;5;4;4;5;3;1;3;2;3;3;3;4;2;3;3;2;3;2;2;4;3;4;4;3;4;2;3;4;4;2;2;2;3;2;4;4;4;3;2;2;2;2;4;2;4;2;3;3;3;4;2;3;4;2021-12-06;20:19:32;2021-12-06;20:24:44;1;5;1;3;3;2022-01-03;16:30:30;2022-01-03;16:35:36;3;4;2;3;3;2022-02-07;20:14:17;2022-02-07;20:25:49;312;306;692
879792;202112;202201;202202;47;2;2;1;1;0;0;0; ;2;3;2;3;2;5;5;7;8;4;4;6;7;8;5;7;6;8;7;7;7;6;4;5;6;7;5;5;6;7;7;6;7;7;8;7;6;7;6;1;1;1;2;2;1;1;4; ;100; ; ; ;20;20; ; ; ;20;20; ;20; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;4;6;1;4;6;6;6;0;7;2;1;1;2;1;4;5;0;5;5;2;4;5;4;5;0;4;3;3;1;3;3;3;3;1;2; ; ; ;1;7; ;2; ; ;3;5;4;3;2;1;4;3;4;2;2;3;2;3;3;4;4;3;4;3;4;4;4;3;2;3;5;4;2;3;2;2;3;2;4;4;2;2;1;1;1;1;5;3;3;1;2;2;3;3;3;3;3;2021-12-07;18:00:44;2021-12-07;18:04:20;2;4;3;3;4;2022-01-03;15:00:16;2022-01-03;15:05:57;2;4;4;4;4;2022-02-13;14:49:59;2022-02-13;14:55:52;216;341;353
879796;202112;202201;202202;61;2;2;1;1;0;0;0; ;1;4;1;3;1;6;7;9;8;5;5;5;7;6;8;9;9;9;8;8;8;6;5;6;9;9;5;5;5;7;6;7;8;9;9;7;8;8;6;1;1;1;1;1;1;1;7; ;100; ; ; ;0;20;0;0;10;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;1;1;0;0;0;1;0;Petities ondersteunen;5;7;1;2;6;8;7;0;5;6;6;0;5;2;3;4;0;5;2;4;2;7;7;7;0;6;7;6;0;6;1;4;2;0;1;7; ;3; ; ; ;2; ; ;3;5;3;2;2;1;3;4;4;2;2;3;2;4;4;4;3;2;4;2;3;4;2;2;2;4;4;3;3;4;2;2;2;3;4;5;3;2;1;1;1;1;5;3;3;2;2;2;3;4;4;3;4;2021-12-26;13:07:30;2021-12-26;13:11:02;2;4;2;4;4;2022-01-08;13:58:58;2022-01-08;14:03:50;3;4;3;4;4;2022-02-26;15:28:55;2022-02-26;15:34:10;212;292;315
879884;202112;202201;202202;59;2;4;1;1;1;0;0; ;1;4;1;4;1;7;4;9;10;4;2;3;6;6;7;7;7;7;7;7;7;7;7;6;7;10;4;4;5;6;6;9;7;8;8;7;9;7;7;2;2;2;1;1;2;1;1; ;100; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;8;6;0;7;1;1;1;0;1;6;6;5;0;0;0;0;0;9;3;0;5;0;0;0;0;0;0;6;1;0;0;0;0;0;2; ; ; ;1;1; ;2; ; ;7;4;3;4;3;4;2;1;4;2;1;4;1;3;3;4;4;3;4;2;2;4;2;2;2;4;4;2;4;4;3;3;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1;1;1;5;3;5;5;2021-12-06;17:06:30;2021-12-06;17:11:45;1;5;1;5;5;2022-01-03;14:02:48;2022-01-03;14:07:38;1;5;1;5;5;2022-02-07;21:13:44;2022-02-07;21:21:26;315;290;462
879895;202112;202201;202202;65;2;3;1;1;0;0;0; ;1;4;2;4;2;6;6;8;8;5;5;5;5;4;8;7;7;7;6;6;7;7;7;7;7;7;6;6;6;-9;6;8;7;7;8;6;7;6;6;2;1;2;2;2;2;1;6; ;95; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;6;7;2;5;8;5;6;1;4;2;0;-9;1;-9;4;6;-9;4;7;2;4;7;6;6;1;-9;-9;-9;1;-9;-9;-9;7;3;2; ; ; ;1;6; ;2; ; ;-9;4;5;4;3;4;1;3;5;2;3;5;1;3;3;4;4;3;4;2;3;4;3;2;1;4;5;4;4;3;2;3;3;2;4;4;2;2;2;2;1;1;3;3;2;1;2;1;2;4;4;4;4;2021-12-21;14:44:39;2021-12-21;14:48:57;2;4;2;4;4;2022-01-18;11:46:09;2022-01-18;11:50:53;1;4;2;4;4;2022-02-26;15:05:33;2022-02-26;15:11:42;258;284;369
879904;202112;202201;202202;74;1;4;1;0;1;0;0; ;1;4;1;3;1;6;6;7;8;6;6;6;7;5;8;7;7;8;8;7;8;7;6;6;7;8;6;7;6;7;6;8;7;7;8;8;7;8;7;2;2;2;2;1;2;1;3; ;100;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;0;0;0; ;7;6;5;9;5;6;6;4;4;7;6;7;6;5;5;6;5;8;7;6;7;5;6;6;4;5;6;6;7;7;5;6;6;5;1;3; ;2; ; ; ;1;3; ;5;4;4;4;5;1;2;4;4;3;3;3;1;2;3;3;3;1;5;4;2;1;2;2;2;3;5;4;5;4;4;3;4;3;5;5;4;3;2;2;1;1;1;1;4;1;1;1;2;4;3;4;5;2021-12-08;15:21:32;2021-12-08;15:31:41;1;5;4;4;5;2022-01-22;12:31:03;2022-01-22;12:39:51;2;4;4;4;5;2022-02-18;20:00:44;2022-02-18;20:18:21;609;528;1057
879925;202112;202202;202202;26;1;3;1;1;0;0;0; ;2;2;2;2;2;5;5;7;6;4;4;6;6;3;7;6;6;7;7;7;5;5;5;5;7;6;4;4;5;6;6;-9;6;6;7;7;8;6;6;2;1;2;1;1;2;1;4; ;100;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;5;7;2;4;-9;-9;6;0;2;4;8;1;2;-9;-9;-9;-9;3;6;2;4;-9;-9;4;0;0;6;4;1;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;5;4;4;3;2;1;4;3;5;1;2;4;1;2;2;4;3;3;5;3;3;4;3;3;1;4;5;4;3;3;3;2;2;3;3;4;4;2;1;1;1;1;6;6;1;1;1;1;3;3;3;3;3;2021-12-10;20:54:29;2021-12-10;20:57:24;3;3;3;3;3;2022-02-21;15:00:07;2022-02-21;15:02:42;3;3;3;3;3;2022-02-21;14:30:49;2022-02-21;14:59:58;175;155;1749
879943;202112;202201;202202;62;1;3;1;1;1;0;0; ;1;4;1;4;1;4;5;4;6;4;5;3;4;4;5;6;6;6;6;4;5;4;3;3;4;5;2;2;2;3;3;5;6;6;5;5;4;5;5;1;1;1;1;1;1;1;3; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;4;5;7;1;1;0;0;1;2;2;3;3;0;2;3;0;5;2;4;4;1;2;0;0;1;3;1;5;2;0;1;4;0;2; ; ; ;1;1; ;2; ; ;7;4;4;3;4;1;4;3;4;3;3;2;2;4;4;4;4;1;3;4;2;4;4;2;2;4;4;2;4;3;3;2;4;2;3;3;3;3;1;1;1;1;4;4;2;2;2;2;5;5;5;4;4;2021-12-16;11:06:44;2021-12-16;11:09:49;5;4;4;4;4;2022-01-09;18:25:53;2022-01-09;18:29:21;5;4;4;4;4;2022-02-07;17:49:25;2022-02-07;17:56:08;185;208;403
