nomem_encr;cv23o_m1;cv23o_m2;cv23o_m3;cv23o160;cv23o242;cv23o001;cv23o002;cv23o003;cv23o335;cv23o166;cv23o336;cv23o006;cv23o167;cv23o168;cv23o008;cv23o009;cv23o010;cv23o011;cv23o012;cv23o013;cv23o014;cv23o015;cv23o016;cv23o017;cv23o018;cv23o019;cv23o020;cv23o021;cv23o022;cv23o023;cv23o024;cv23o025;cv23o026;cv23o027;cv23o028;cv23o029;cv23o030;cv23o031;cv23o032;cv23o033;cv23o034;cv23o035;cv23o036;cv23o037;cv23o038;cv23o039;cv23o040;cv23o041;cv23o042;cv23o043;cv23o044;cv23o045;cv23o046;cv23o047;cv23o048;cv23o049;cv23o050;cv23o051;cv23o052;cv23o053;cv23o307;cv23o208;cv23o243;cv23o308;cv23o210;cv23o245;cv23o246;cv23o251;cv23o248;cv23o250;cv23o249;cv23o247;cv23o253;cv23o304;cv23o255;cv23o252;cv23o321;cv23o322;cv23o254;cv23o257;cv23o256;cv23o323;cv23o324;cv23o260;cv23o259;cv23o261;cv23o262;cv23o263;cv23o065;cv23o066;cv23o067;cv23o068;cv23o069;cv23o070;cv23o071;cv23o072;cv23o073;cv23o075;cv23o211;cv23o216;cv23o213;cv23o215;cv23o214;cv23o212;cv23o218;cv23o305;cv23o220;cv23o217;cv23o325;cv23o326;cv23o219;cv23o264;cv23o221;cv23o327;cv23o328;cv23o222;cv23o318;cv23o224;cv23o317;cv23o225;cv23o337;cv23o240;cv23o306;cv23o315;cv23o338;cv23o331;cv23o332;cv23o230;cv23o320;cv23o330;cv23o333;cv23o334;cv23o199;cv23o309;cv23o234;cv23o205;cv23o200;cv23o310;cv23o236;cv23o098;cv23o311;cv23o238;cv23o101;cv23o102;cv23o103;cv23o104;cv23o105;cv23o106;cv23o107;cv23o108;cv23o109;cv23o110;cv23o111;cv23o112;cv23o113;cv23o114;cv23o115;cv23o116;cv23o117;cv23o118;cv23o119;cv23o120;cv23o121;cv23o122;cv23o123;cv23o124;cv23o125;cv23o126;cv23o127;cv23o128;cv23o129;cv23o130;cv23o131;cv23o132;cv23o133;cv23o134;cv23o139;cv23o140;cv23o141;cv23o142;cv23o143;cv23o144;cv23o145;cv23o146;cv23o147;cv23o148;cv23o151;cv23o152;cv23o153;cv23o154;cv23o274;cv23o275;cv23o276;cv23o277;cv23o278;cv23o289;cv23o290;cv23o291;cv23o292;cv23o279;cv23o280;cv23o281;cv23o282;cv23o283;cv23o293;cv23o294;cv23o295;cv23o296;cv23o284;cv23o285;cv23o286;cv23o287;cv23o288;cv23o297;cv23o298;cv23o299;cv23o300;cv23o301;cv23o302;cv23o303
882384;202212;202301;-9;26;2;2;1;0;1;0;0;0;0; ;2;2;1;2;2;3;3;6;7;3;3;5;6;5;8;7;7;9;5;6;7;5;3;4;6;9;4;4;6;6;5;6;6;6;7;6;6;7;5;2;2;2;2;1;2;1;6; ;80; ; ; ;0;0;0;0;30;0;30;0;30;0;0;0;0;0;0;0;0;0;10;0;0;Weet ik nog niet;0;0;0;0;0;0;0;0;1; ;1;2;3;3;7;6;8;2;7;3;4;4;4;3;6;6;5;3;4;4;4;5;5;7;2;5;5;5;4;5;5;5;6;3;2; ; ; ;1;5; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;21-12-2022;02:11:05;21-12-2022;02:14:18;3;4;3;3;4;03-01-2023;00:09:48;03-01-2023;00:14:00; ; ; ; ; ; ; ; ; ;193;252; 
882401;202212;202301;202302;59;2;3;1;0;0;1;0;0;0; ;1;2;1;2;1;6;6;7;7;-9;-9;-9;-9;7;-9;6;6;6;2;6;6;6;5;5;7;7;5;6;-9;-9;4;-9;3;4;6;3;7;7;3;2;2;2;2;2;2;1;9; ;100; ; ; ; ; ; ; ;10; ;10; ;50; ; ; ; ; ; ; ;25;5; ;0;0; ;0;0;0;1;0;0;0;0;0; ;1;3;0;1;5;3;6;0;8;5;4;0;0;-9;-9;2;7;2;6;0;0;2;-9;4;0;8;7;-9;1;-9;-9;-9;5;6;2; ; ; ;1;9; ;2; ; ;3;4;4;2;-9;1;4;2;5;3;3;3;1;3;3;3;5;3;5;3;2;3;4;1;1;2;5;3;5;5;2;1;2;1;4;3;4;1;1;1;1;1;6;6;1;1;1;1;4;2;1;2;1;19-12-2022;20:53:38;19-12-2022;21:04:26;2;4;1;3;1;13-01-2023;22:09:36;13-01-2023;22:24:57;1;5;1;3;2;14-02-2023;23:55:37;15-02-2023;00:06:52;648;921;675
882415;202212;202301;202302;55;2;1;1;0;0;0;0;0;0; ;2;2;2;2;2;0;1;2;2;2;0;0;2;7;4;5;6;8;5;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;2; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;0;0;0;0;0;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2; ; ; ;2; ; ;2; ; ;-9;3;5;5;5;3;1;2;4;2;3;4;3;3;4;3;1;2;3;4;3;3;4;2;2;4;4;4;3;3;3;3;3;3;3;4;3;2;2;2;2;2;4;4;3;2;3;3;1;4;4;4;4;16-12-2022;13:49:58;16-12-2022;13:54:10;5;1;5;3;3;15-01-2023;13:34:53;15-01-2023;13:40:06;1;5;3;3;2;14-02-2023;18:05:16;14-02-2023;18:13:55;252;313;519
882440;202212;202301;202302;72;1;2;1;1;0;0;0;0;0; ;2;3;2;2;2;4;4;8;7;3;3;3;4;5;8;8;8;6;5;7;6;3;4;4;9;7;3;3;3;4;3;7;9;9;6;4;6;6;3;1;1;1;2;1;1;1;3; ;100;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0; ;4;4;1;7;5;5;4;1;2;5;6;3;4;2;6;5;1;5;4;1;7;3;4;4;1;2;5;6;3;6;2;5;4;1;2; ; ; ;1;3; ;2; ; ;7;5;2;4;2;3;4;1;2;4;3;3;3;3;4;4;2;2;3;4;3;4;2;3;4;2;4;4;3;2;1;1;4;3;4;5;4;4;3;3;2;2;4;2;4;5;4;1;2;4;2;3;3;05-12-2022;15:17:32;05-12-2022;15:21:50;2;4;2;3;3;03-01-2023;12:30:19;03-01-2023;12:42:21;2;4;2;3;3;07-02-2023;09:58:56;07-02-2023;10:06:54;258;722;478
882448;202212;202301;202302;61;2;3;1;1;1;0;0;0;0; ;1;3;1;3;1;7;8;8;8;6;7;9;9;4;8;7;8;8;6;6;8;8;7;8;8;7;7;7;8;8;5;8;8;8;8;7;7;8;8;2;2;2;2;1;1;1;1; ;100; ; ; ;60;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;0;0;1; ;7;8;1;7;6;6;7;0;3;7;8;6;7;4;6;2;2;8;5;0;7;7;8;7;0;6;8;8;5;8;3;-9;3;1;1;1; ;3; ; ; ;2; ; ;4;5;4;3;3;1;4;3;5;1;1;4;1;5;5;4;4;3;4;3;3;4;4;1;1;5;5;5;4;3;3;2;3;2;4;4;4;2;1;1;1;1;3;4;2;1;1;1;1;5;2;4;4;11-12-2022;15:24:34;11-12-2022;15:27:55;1;5;4;4;5;02-01-2023;13:20:44;02-01-2023;13:24:38;1;5;3;5;5;08-02-2023;16:47:52;08-02-2023;16:54:32;201;234;400
882449;202212;-9;-9;-9;-9;3;0;0;0;0;0;1;0; ;3; ;2; ;3;6;6;8;9;4;4;4;5;6;8;7;8;8;7;7;9;8;4;4;7;8;4;4;4;5;6;7;6;7;7;5;7;8;7;2;1;2;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;2;1;3;05-12-2022;12:40:51;05-12-2022;12:43:45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;174; ; 
882464;202212;202301;202302;49;2;1;1;0;1;0;0;0;0; ;2;3;1;3;2;0;0;0;0;0;0;0;0;0;7;0;7;9;3;0;9;8;0;0;0;0;0;0;0;0;0;-9;-9;2;-9;0;0;8;8;1;1;1;2;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;6;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;2; ;2; ; ; ;2; ; ;7;5;3;4;5;3;1;4;5;1;1;3;1;3;3;3;3;1;3;3;2;3;3;3;1;4;5;3;4;5;3;2;3;3;4;5;3;3;1;1;1;1;6;1;1;5;3;1;1;5;3;3;3;05-12-2022;21:34:59;05-12-2022;21:39:26;1;5;3;3;3;03-01-2023;04:14:35;03-01-2023;04:17:24;1;5;3;3;3;21-02-2023;22:48:09;21-02-2023;22:53:38;267;169;329
882465;202212;202301;202302;57;1;3;1;1;1;0;0;0;0; ;1;3;1;3;1;7;8;9;9;7;7;8;7;8;8;8;8;10;8;8;9;7;8;8;8;9;7;8;8;7;8;8;8;7;9;7;8;8;7;2;2;2;1;1;2;1;9; ;100;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0; ;2;3;0;0;7;8;9;0;10;3;8;0;0;0;5;0;0;6;6;0;0;8;8;8;0;8;6;-9;0;0;5;-9;0;5;1;9; ;3; ; ; ;2; ; ;1;5;5;3;3;1;3;4;5;3;1;4;1;3;3;5;2;4;5;1;3;5;3;3;1;3;5;3;3;5;3;2;5;4;3;4;1;1;1;2;1;1;3;1;1;5;1;1;1;5;3;4;5;08-12-2022;10:39:21;08-12-2022;10:42:06;1;5;3;5;5;11-01-2023;13:21:34;11-01-2023;13:24:48;1;5;3;5;5;06-02-2023;19:00:08;06-02-2023;19:04:52;165;194;284
882470;202212;202301;202302;45;2;2;1;1;0;1;1;0;0; ;1;4;1;4;1;6;8;8;8;7;8;7;6;7;8;8;8;8;7;8;7;7;6;7;8;7;7;8;-9;-9;8;7;7;8;8;7;7;7;7;2;1;2;2;1;2;1;4; ;100; ; ; ; ;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ;0;0; ;0;0;0;1;0;0;1;0;0; ;7;9;5;6;7;7;7;3;8;6;7;6;6;6;7;6;7;6;7;5;6;7;7;7;3;7;6;7;5;6;6;6;6;7;1;4; ;2; ; ; ;1;4; ;6;5;4;3;1;2;1;4;5;2;1;4;2;4;4;4;4;4;4;2;3;4;4;2;2;4;4;3;4;4;4;4;4;3;4;4;3;3;1;1;1;1;5;5;2;2;2;2;4;4;3;3;3;17-12-2022;20:52:51;17-12-2022;20:59:31;1;4;2;4;3;08-01-2023;09:23:55;08-01-2023;09:30:47;2;4;3;3;3;20-02-2023;22:40:43;20-02-2023;22:53:45;400;412;782
882482;-9;-9;202303;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;3;3;4;3;2;5;3;3;4;2;4;4;4;4;3;4;4;3;4;4;1;2;3;5;4;2;3;4;3;4;4;4;4;3;3;2;2;1;1;3;2;2;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;4;4;4;18-03-2023;13:29:58;18-03-2023;13:33:28; ; ;210
882486;202212;202301;202302;46;1;3;0;1;0;0;0;0;0; ;2;2;2;2;2;8;8;8;8;7;7;6;8;8;9;9;9;9;8;8;7;7;8;8;8;8;7;7;6;8;8;9;9;9;9;8;8;8;7;2;1;2;2;1;1;1;5; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;7;0;7;8;7;8;0;5;5;1;1;5;1;6;1;1;7;7;0;7;7;5;6;0;4;5;5;1;5;2;-9;3;3;2; ; ; ;2; ; ;2; ; ;2;5;5;1;3;1;4;3;5;1;1;3;1;3;3;5;4;3;5;1;2;4;2;1;1;5;5;4;4;5;3;4;1;3;4;2;2;1;1;1;1;1;2;2;1;1;1;1;2;4;3;4;3;05-12-2022;15:30:39;05-12-2022;15:34:44;2;4;3;4;4;02-01-2023;16:16:31;02-01-2023;16:24:04;2;4;2;3;4;06-02-2023;14:31:59;06-02-2023;15:15:11;245;453;2592
882504;202212;202301;202302;74;1;3;1;1;1;1;0;0;0; ;1;4;1;4;1;8;7;9;5;6;6;4;7;5;4;6;7;7;7;8;8;7;6;5;7;4;5;4;3;7;6;4;7;4;6;5;7;7;5;2;2;2;2;2;1;1;4; ;100;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;8;0;4;6;6;7;0;4;5;0;0;3;0;1;5;0;8;6;1;4;7;6;6;0;5;6;5;0;5;0;5;7;0;2; ; ; ;1;4; ;2; ; ;2;5;3;2;5;4;3;1;5;2;5;5;1;5;5;5;4;3;4;2;4;4;1;3;2;1;5;4;2;4;2;3;5;4;4;4;4;2;2;2;1;2;4;1;1;1;1;1;5;5;4;2;2;29-12-2022;10:56:21;29-12-2022;10:59:51;1;5;5;5;4;24-01-2023;11:43:06;24-01-2023;11:46:34;1;5;4;4;4;13-02-2023;11:34:36;13-02-2023;11:39:20;210;208;284
882506;202212;202301;-9;33;1;4;1;1;0;0;0;0;0; ;2;3;2;3;2;8;8;8;8;6;7;7;8;7;7;9;8;9;8;8;7;6;7;7;8;8;7;7;7;7;7;8;8;8;8;6;7;7;7;2;1;2;2;2;1;1;7; ;100;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;7;6;2;5;6;8;7;1;6;6;4;4;4;3;4;4;3;8;6;2;6;6;4;4;1;5;7;-9;-9;-9;-9;-9;6;2;2; ; ; ;1;7; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;2;3;3;19-12-2022;16:30:42;19-12-2022;16:35:00;1;4;2;4;4;29-01-2023;07:37:44;29-01-2023;07:45:02; ; ; ; ; ; ; ; ; ;258;438; 
882507;202212;202301;202302;36;1;3;1;0;0;0;0;0;0; ;2;1;3;2;3;3;4;4;7;4;5;4;3;4;4;6;6;5;3;4;6;5;5;5;5;6;6;6;4;5;4;5;5;5;5;6;3;8;7;2;2;2;2;2;1;-9; ; ;67;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;-9;-9;-9;-9;-9;-9;-9;-9; ;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2; ; ; ;2; ; ;2; ; ;-9;5;3;4;4;3;2;1;4;2;3;3;3;3;3;4;4;3;3;2;3;3;3;3;2;4;4;2;3;4;4;3;4;4;4;4;3;3;2;1;1;1;6;6;3;4;3;2;3;3;2;2;3;14-12-2022;21:36:16;14-12-2022;21:39:10;3;4;1;1;3;30-01-2023;15:00:24;30-01-2023;15:02:08;3;4;3;4;3;23-02-2023;15:18:00;23-02-2023;15:21:39;174;104;219
882513;202212;202301;202302;77;1;2;1;1;0;1;0;0;0; ;2;4;2;4;2;3;7;8;8;4;4;6;7;5;7;8;8;8;7;6;7;5;3;5;7;8;4;4;6;7;5;7;8;8;8;7;6;7;5;1;1;1;2;1;1;1;6; ;100;16;Omtzigt; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;2;5;0;2;7;5;6;0;6;4;6;1;2;3;0;4;1;2;4;0;3;7;5;6;0;5;3;6;1;3;0;1;7;1;1;14;Omtzigt;2; ; ; ;2; ; ;2;5;5;4;3;4;2;3;5;2;2;4;2;3;3;3;4;3;4;3;3;4;3;3;1;4;5;4;4;4;2;2;3;3;4;3;4;3;3;2;2;1;4;5;3;1;2;1;1;5;4;4;4;08-12-2022;09:49:03;08-12-2022;09:53:20;2;4;4;4;4;28-01-2023;11:45:13;28-01-2023;11:51:57;2;5;4;4;4;07-02-2023;14:06:16;07-02-2023;14:13:20;257;404;424
882522;202212;202301;202302;43;1;1;1;0;0;0;0;0;0; ;2;1;1;2;2;0;0;0;2;0;0;0;0;4;6;8;8;7;0;0;7;6;0;0;0;4;0;0;0;0;4;5;7;6;6;0;0;6;5;1;1;1;2;1;1;1;12; ;95;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;0;0;0;2;0;3;4;0;3;2;-9;-9;-9;8;-9;-9;-9;0;0;0;1;2;3;4;0;-9;-9;-9;-9;-9;8;-9;-9;-9;1;12; ;2; ; ; ;2; ; ;5;2;5;2;4;2;3;4;4;4;4;3;3;4;4;4;3;3;4;3;3;4;2;3;3;2;4;2;3;3;3;2;4;3;4;4;1;2;3;3;2;2;4;4;4;1;1;3;1;5;1;5;5;31-12-2022;14:57:32;31-12-2022;14:59:04;1;5;1;5;5;31-01-2023;13:38:24;31-01-2023;13:39:55;1;5;1;5;5;21-02-2023;22:47:02;21-02-2023;22:52:18;92;91;316
882574;202212;202301;202302;45;1;1;1;1;0;0;0;0;0; ;3;2;1;2;3;0;0;2;3;0;0;3;4;1;7;5;5;5;1;1;8;7;0;0;1;4;0;0;1;4;3;7;5;7;5;5;1;7;7;1;1;1;2;2;2;1;2; ;100;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;-9;5;-9;-9;-9;-9;0;-9;-9;-9;-9;-9;0;-9;5;-9;5;0;4;-9;-9;-9;0;0;-9;-9;-9;-9;-9;-9;-9;-9;0;1;2; ;3; ; ; ;2; ; ;8;5;3;5;5;3;4;1;5;2;1;4;2;3;3;3;2;1;1;5;2;2;5;2;3;2;3;4;3;3;2;1;4;3;4;4;3;2;2;2;2;2;6;6;3;1;3;1;1;3;3;3;3;05-12-2022;12:41:23;05-12-2022;12:44:18;1;3;3;3;3;23-01-2023;12:42:50;23-01-2023;12:46:41;1;3;3;3;3;06-02-2023;14:00:44;06-02-2023;14:05:18;175;231;274
882578;-9;-9;202303;-9;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;2;5;3;2;1;1;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16-03-2023;23:26:56; ; ; ; ; 
882589;202301;202301;202302;65;1;2;1;1;0;0;0;0;0; ;1;3;1;4;1;4;7;8;3;6;3;3;0;5;5;8;7;9;7;6;8;7;6;8;9;4;6;3;1;0;6;6;8;7;9;6;6;9;8;2;1;1;2;1;2;3; ; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;2;4;1;6;7;3;0;3;0;1;1;0;0;2;0;0;4;3;6;5;7;2;1;0;1;2;1;3;5;0;3;6;3;1;1; ;3; ; ; ;2; ; ;7;2;4;4;4;1;2;4;3;3;4;1;1;4;4;4;5;1;5;3;3;5;5;5;2;2;5;3;5;5;1;1;3;1;4;4;4;3;2;2;2;1;1;1;2;5;1;1;3;5;5;5;5;31-01-2023;13:24:11;31-01-2023;13:28:06;5;5;5;5;5;31-01-2023;13:17:00;31-01-2023;13:21:31;3;5;5;5;5;21-02-2023;08:51:50;21-02-2023;08:57:19;235;271;329
882613;202212;202301;202302;65;2;1;0;0;0;0;0;0;1;De Andere Krant, Gezond Verstand, Frontnieuws en Common Sense-TV;1;2;2;2;2;1;1;3;3;1;1;1;1;0;5;3;5;2;3;0;8;5;0;1;3;3;1;1;1;1;0;4;3;5;3;4;1;8;5;1;1;1;1;1;2;1;3; ;100; ; ; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;1;1;0;0;0; ;0;0;6;0;7;0;0;9;0;0;0;3;7;0;1;4;0;0;0;6;0;6;0;0;9;0;0;0;5;9;0;2;5;0;1;13; ;1; ; ; ;2; ; ;7;3;4;4;5;4;2;1;4;3;3;4;3;4;4;4;2;1;2;2;3;4;4;2;2;3;4;5;4;4;3;1;5;2;4;4;4;2;2;2;2;1;5;3;4;1;1;1;4;4;5;4;4;05-12-2022;15:45:19;05-12-2022;15:55:47;1;5;4;5;5;09-01-2023;17:21:06;09-01-2023;17:30:43;2;4;4;4;4;07-02-2023;18:27:52;07-02-2023;18:48:44;628;577;1252
882637;202212;202301;202302;67;1;3;1;1;0;1;1;0;0; ;1;4;1;4;1;6;7;8;8;7;7;7;7;8;8;8;8;8;8;8;8;7;6;6;8;8;7;7;7;7;8;8;8;8;8;8;8;8;7;2;2;2;1;1;2;1;16; ;100;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;5;0;5;5;5;5;0;2;6;8;2;3;5;0;6;2;4;5;0;3;5;5;5;0;5;7;8;2;5;5;4;6;1;2; ; ; ;1;15; ;2; ; ;4;5;5;3;1;4;3;2;5;1;1;1;1;4;4;5;4;4;5;1;4;5;3;4;1;3;5;4;4;5;3;4;3;1;4;3;3;2;1;1;1;1;5;4;1;1;1;1;1;4;1;5;5;05-12-2022;22:14:09;05-12-2022;22:21:14;1;5;1;5;5;02-01-2023;16:01:21;02-01-2023;16:05:30;1;5;2;5;5;07-02-2023;10:37:27;07-02-2023;10:45:19;425;249;472
882653;202212;202301;202302;58;1;2;-9;-9;-9;-9;-9;-9;-9; ;-9;2;3;2;3;4;4;6;6;4;4;3;-9;3;6;7;7;7;6;5;5;5;4;4;5;6;4;4;4;-9;3;6;6;7;7;6;4;5;5;1;1;1;1;1;2;1;4; ;60;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;4;3;1;7;6;3;3;0;1;6;5;5;6;2;4;7;0;4;3;2;7;5;5;2;0;1;7;-9;5;6;3;3;7;0;2; ; ; ;2; ; ;2; ; ;4;4;4;4;3;1;2;4;4;2;2;3;2;3;3;3;2;2;4;4;3;2;4;4;2;4;4;2;4;4;2;2;2;3;2;3;3;2;2;1;1;1;2;1;3;1;3;1;2;4;3;3;3;10-12-2022;14:54:52;10-12-2022;14:59:21;3;4;4;4;4;03-01-2023;16:30:55;03-01-2023;16:36:47;2;4;4;4;3;11-02-2023;13:42:05;11-02-2023;13:47:29;269;352;324
882657;202212;202301;202302;66;1;3;1;0;1;1;0;0;0; ;2;3;2;2;2;7;7;8;8;7;6;7;7;6;6;7;8;8;7;7;7;7;8;8;8;7;7;6;7;7;6;7;7;8;8;8;7;7;7;1;1;1;2;1;2;2; ; ;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1; ;8;6;4;6;4;5;5;1;2;5;1;-9;3;2;5;-9;-9;8;5;1;5;2;4;5;0;4;5;-9;1;5;5;5;5;1;2; ; ; ;2; ; ;2; ; ;8;4;3;4;3;1;3;4;4;2;2;2;2;3;3;3;4;2;4;3;2;2;3;3;3;2;3;2;3;3;2;2;2;2;3;4;3;2;2;2;2;2;3;3;2;2;2;2;4;4;3;3;3;21-12-2022;18:53:43;21-12-2022;18:59:14;2;4;2;2;3;03-01-2023;09:48:15;03-01-2023;09:53:52;2;4;3;3;4;06-02-2023;12:42:28;06-02-2023;12:51:07;331;337;519
882660;202212;202301;202302;64;2;3;0;1;0;1;0;0;0; ;2;2;3;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;1;5; ;100; ; ; ; ;50; ; ; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ;0;0; ;0;0;0;0;0;0;1;0;0; ;3;6;1;1;1;3;6;0;3;0;0;0;0;0;2;2;1;2;2;0;2;2;2;2;0;-9;2;-9;-9;-9;-9;-9;2;2;2; ; ; ;2; ; ;2; ; ;5;5;5;4;3;4;3;1;5;1;1;3;1;3;3;5;4;1;5;3;3;5;1;3;1;5;5;3;3;5;3;2;2;2;4;3;2;2;1;1;1;1;4;2;1;1;1;1;3;3;3;3;3;19-12-2022;12:38:59;19-12-2022;12:50:41;3;3;3;3;3;02-01-2023;12:37:41;02-01-2023;12:47:55;1;5;1;3;3;06-02-2023;14:18:26;06-02-2023;14:26:05;702;614;459
882665;202212;202301;202302;30;2;3;0;1;1;0;0;0;0; ;2;2;2;2;2;6;6;7;7;6;6;6;6;4;8;8;8;9;6;7;6;6;6;6;7;7;6;6;6;6;4;7;7;8;8;6;7;6;6;2;2;2;2;1;1;1;1; ;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0; ;0;0;0;0;0;0;0;0;1; ;6;6;5;6;6;6;6;3;6;6;5;7;6;5;6;6;-9;6;6;4;6;6;6;6;3;6;-9;-9;-9;-9;-9;-9;6;4;2; ; ; ;2; ; ;2; ; ;5;5;3;3;4;3;1;4;5;2;2;4;2;3;2;3;3;2;3;3;2;4;2;2;2;4;4;4;4;4;4;4;2;4;3;4;4;2;1;1;1;1;4;4;2;4;2;2;2;3;3;2;3;05-12-2022;15:03:48;05-12-2022;15:07:55;3;4;2;3;3;02-01-2023;12:43:54;02-01-2023;12:47:16;2;4;4;4;4;06-02-2023;12:19:51;06-02-2023;12:24:21;247;202;270
